Region,Institution Name,Institutional Type,Province,Municipality_City,Website Address,Fax_Telephone No.
15 - Bangsamoro Autonomous Region in Muslim Mindanao,As-Salihein Integrated School Foundation,Private HEIs,Lanao del Sur,Tamparan,,09282078147
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College - Languyan,SUC Satellite,Tawi-Tawi,Languyan,www.trac.edu.ph,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Maranao Islamic Institute - Ma'Had Maranao Al-Islamie,Private HEIs,Lanao del Sur,Tamparan,,0915-8223959; 0947-9679255
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Cotabato City State Polytechnic College,SUC Main,Maguindanao,Cotabato City,http://www.ccspc.edu.ph,(064) 421-5146
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame Center For Catechesis,Private HEIs,Maguindanao,Cotabato City,,(064) 421-2644
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lanao Central College,Private HEIs,Lanao Del Sur,Marawi City,,0921-2999364
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mapandi Memorial College,Private HEIs,Lanao Del Sur,Marawi City,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame University,Private HEIs,Maguindanao,Cotabato City,http://www.nducotabato.org,(064) 421-2698; (064) 421-1684; (064) 421-4312
15 - Bangsamoro Autonomous Region in Muslim Mindanao,AMA Computer College-Cotabato City,Private HEIs,Maguindanao,Cotabato City,http://www.amaes.edu.ph,(064) 421-1271; (064) 552-1343
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Basilan State College-Tipo-Tipo,SUC Satellite,Basilan,Tipo-Tipo,www.BasSc.edu.ph,(062) 200-7523; (062) 200-3817; (062) 200-7705
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Al Bangsamoro Shari'ah and Professional Education College,Private HEIs,Lanao del Sur,Marawi City,,099-9945213
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Datu Mala Muslim Mindanao Islamic College Foundation,Private HEIs,Lanao del Sur,Marawi City,,0917-3874858; 0916-3027662; 0907-6122110
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanaoan Integrated Academy,Private HEIs,Lanao del Sur,Wao,,0919-5044381
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tamparan Populace Islamic College,Private HEIs,Lanao del Sur,Tamparan,,0916-4535005
15 - Bangsamoro Autonomous Region in Muslim Mindanao,RC-Al Khwarizmi International College Foundation,Private HEIs,Lanao Del Sur,Marawi City,http://www.ranaocouncil.com,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiatul Philippine Al-Islamia,Private HEIs,Lanao Del Sur,Marawi City,,0917-7106654 ; 0999-8840565
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Lanao National College of Arts and Trades,SUC Satellite,Lanao Del Sur,Marawi City,http://sites.google.com/site/msulncat,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Bai Malgen Mama College,Private HEIs,Maguindanao,Datu Odin Sinsuat,,0939-2631295
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Southwestern Mindanao Islamic Institute,Private HEIs,Sulu,Jolo,smii@smii-edu.org or tthp//smii-edu.org,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame Hospital and School of Midwifery,Private HEIs,Maguindanao,Cotabato City,,(064) 421-5133
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Enthusiastic College,Private HEIs,Maguindanao,Buldon,,(064)557-4854
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Pacasum College,Private HEIs,Lanao Del Sur,Marawi City,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Main Campus Marawi City,SUC Main,Lanao Del Sur,Marawi City,http://www.msumain.edu.ph,0930-2245678; 0918-9322399; 0919-3998655
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Cali Paramedical College Foundation,Private HEIs,Lanao Del Sur,Marawi City,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Balabagan Trade School,CHED Supervised Inst.,Lanao Del Sur,Balabagan,,0948-1520226
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Tawi-Tawi College of Technology and Oceanography,SUC Satellite,Tawi-Tawi,Bongao,http//www.msutawitawi.edu.ph,(02) 533-8855; (02) 533-8856; 0907-7625738; 0927-4961950
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Antonio R. Pacheco College,Private HEIs,Maguindanao,Cotabato City,http://www.arpachecocollege.com/,(064) 421-2061; (064) 557-4854
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Kutawato Darrusalam College,Private HEIs,Maguindanao,Cotabato City,kdci.colleges-forums.com,0916-9392190
15 - Bangsamoro Autonomous Region in Muslim Mindanao,STI College Cotabato,Private HEIs,Maguindanao,Cotabato City,www.sti.edu,(064) 421-3628
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mahardika Institute of Technology,Private HEIs,Tawi-Tawi,Bongao,,(068) 268-1259; 0920-9458951
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Illana Bay Integrated Computer College,Private HEIs,Maguindanao,Parang,ibicci.webs.com,(064) 425-0257; 0915-7330154; 0917-6243187
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Academia de Tecnologia in Mindanao,Private HEIs,Maguindanao,Cotabato City,,(064) 577-4162
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiat Cotabato and Institute of Technology,Private HEIs,Maguindanao,Cotabato City,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Sulu Development Technical College,SUC Satellite,Sulu,Jolo,www.msusulu.edu.ph,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Senator Ninoy Aquino College Foundation-Marawi,Private HEIs,Lanao Del Sur,Marawi City,,0920-6075090
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lanao Educational Institute,Private HEIs,Lanao Del Sur,Malabang,,0946-5766410
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Central Sulu College,Private HEIs,Sulu,Siasi,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Marawi Capitol College Foundation,Private HEIs,Lanao Del Sur,Marawi City,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Shariff Kabunsuan College (Annex),Private HEIs,Maguindanao,Parang,,(064) 421-8601; 0939-2906821
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Shariff Kabunsuan College,Private HEIs,Maguindanao,Cotabato City,,(064) 421-8601; (064) 421-8865
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Del Sur Good Shepherd College,Private HEIs,Lanao Del Sur,Wao,,0935-9538691
15 - Bangsamoro Autonomous Region in Muslim Mindanao,De La Vida College,Private HEIs,Maguindanao,Cotabato City,,(064) 421-2567
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Philippine Engineering and Agro-Industrial College,Private HEIs,Lanao Del Sur,Marawi City,,0919-9941974
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Upi Agricultural School-Provincial Technical Institute of Agriculture,CHED Supervised Inst.,Maguindanao,Upi,,0918-2488223
15 - Bangsamoro Autonomous Region in Muslim Mindanao,General Diamongun K. Mangondato College of Agriculture and Fisheries,Private HEIs,Lanao del Sur,Masiu,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Wisdom International School for Higher Education Studies,Private HEIs,Lanao Del Sur,Marawi City,http://wisdom.edu.ph,0923-4248120
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Dansalan Polytechnic College,Private HEIs,Lanao Del Sur,Marawi City,,0948-8991428
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Datu Ibrahim Paglas Memorial College,Private HEIs,Maguindanao,Datu Paglas,http//www.datupaglas.com/dipmc//,0915-8416094
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Sulu State College,SUC Main,Sulu,Jolo,WWW. Sulustatecollege.com . Ph,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame RVM College of Cotabato,Private HEIs,Maguindanao,Cotabato City,,(064) 421-2845; (064) 421-5134
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Unda Memorial National Agricultural School,CHED Supervised Inst.,Lanao Del Sur,Masiu,,0919-5917297
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Maguindanao,SUC Satellite,Maguindanao,Datu Odin Sinsuat,www.msumaguindanao.edu.ph,(064) 546-0503; (064) 486-0039; (064) 421-7136; (064) 645-460503
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Bubong Marzok Memorial Foundation College,Private HEIs,Lanao Del Sur,Marawi City,,(062) 352-0220
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Coland Systems Technology,Private HEIs,Maguindanao,Cotabato City,,(064) 421-9539; (064) 421-2833
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Dr. P. Ocampo Colleges,Private HEIs,Maguindanao,Cotabato City,,(064) 421-6548; (064) 421-6549; (064) 421-2797
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiatu Dansalan Al-Islamia Foundation,Private HEIs,Lanao del Sur,Marawi City,,0916-8492716; 0930-6153600; 0920-9779657
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Datu Blo Umpar Adiong Agricultural School Foundation,Private HEIs,Lanao Del Sur,Marawi City,,0999-9945841
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame of Jolo College,Private HEIs,Sulu,Jolo,www.ndjc.edu.ph,(085) 341-8911 Local 2340; 0917-6207142
15 - Bangsamoro Autonomous Region in Muslim Mindanao,St. Benedict College of Cotabato,Private HEIs,Maguindanao,Cotabato City,,(064) 421-1969
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Iranun Foundation College,Private HEIs,Lanao del Sur,Kapatagan,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Marawi Islamic College,Private HEIs,Lanao Del Sur,Marawi City,,0948-8447919; 0907-7290506
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lapak Agricultural School,CHED Supervised Inst.,Sulu,Siasi,,0906-3419005
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Abubakar Computer Learning Center Foundation,Private HEIs,Tawi-Tawi,Bongao,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Hadji Butu School of Arts and Trades,CHED Supervised Inst.,Sulu,Jolo,,0905-9063550
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lanao Agricultural College,CHED Supervised Inst.,Lanao Del Sur,Lumbatan,,0916-1397275
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiatu Marawi Al-Islamia Foundation,Private HEIs,Lanao Del Sur,Marawi City,,0935-2580434; 0998-4731485; 0920-9779657
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College,SUC Main,Tawi-Tawi,Bongao,www.trac.edu.ph (nstalling),(068) 468-1192; (068)-268-1549
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Masiricampo Abantas Memorial Educational Center,Private HEIs,Lanao Del Sur,Marawi City,,
14 - Cordillera Adm. Region,Philippine Military Academy,Special HEI,Benguet,Baguio City,,(074) 442-0102
14 - Cordillera Adm. Region,Philippines Women's University-Baguio City,Private HEIs,Benguet,Baguio City,,"(074) 442-3234, (074) 445-0832; (074) 447-0344"
14 - Cordillera Adm. Region,Ifugao State University - Potia,SUC Satellite,Ifugao,Alfonso Lista,http://ifsu.edu.ph,(078) 305-1351; 0917-5720345
14 - Cordillera Adm. Region,Easter College,Private HEIs,Benguet,Baguio City,www.eastercollege.ph,(074) 443-6764
14 - Cordillera Adm. Region,Cordillera A+ Computer Technology College,Private HEIs,Kalinga,Tabuk City,,0927-9132286; 09950598939
14 - Cordillera Adm. Region,Benguet State University-Open University,SUC Satellite,Benguet,La Trinidad,www.bsu.edu.ph,
14 - Cordillera Adm. Region,Pines City Colleges,Private HEIs,Benguet,Baguio City,www.pcc.edu.ph,(074) 445-9064; (074) 445-2208; (074) 445-2204
14 - Cordillera Adm. Region,Baguio Central University,Private HEIs,Benguet,Baguio City,www.bcu.edu.ph,(074) 444-9247; (074) 424-8216
14 - Cordillera Adm. Region,Baguio College of Technology,Private HEIs,Benguet,Baguio City,www.bct.edu.ph,(074) 442-3743; (074) 424-0859; (074) 244-0126; (074) 442-6561
14 - Cordillera Adm. Region,Abra Valley Colleges,Private HEIs,Abra,Bangued,www.avc.edu.ph,(074) 752-5491
14 - Cordillera Adm. Region,Philippine College of Ministry,Private HEIs,Benguet,La Trinidad,www.pcm.ph,0921-2321593; 0917-8624550
14 - Cordillera Adm. Region,Philippine Nazarene College,Private HEIs,Benguet,La Trinidad,,(074) 422-2017; (074) 422-5151; (074) 422-6728
14 - Cordillera Adm. Region,Abra State Institute of Science and Technology-Main,SUC Main,Abra,Lagangilang,http://www.asist.edu.ph,(074) 752-8171
14 - Cordillera Adm. Region,Casiciaco Recoletos Seminary,Private HEIs,Benguet,Baguio City,recoletosdebaguio.edu.ph,(074) 244-0231; (074) 442-2823
14 - Cordillera Adm. Region,Apayao State College-Main,SUC Main,Apayao,Conner,www.asc.edu.ph,
14 - Cordillera Adm. Region,Benguet State University-Buguias Campus,SUC Satellite,Benguet,Buguias,,0920-8957584
14 - Cordillera Adm. Region,Mountain Province State Polytechnic College-Main,SUC Main,Mt. Province,Bontoc,www.mpspc.edu.ph,0939-9020840
14 - Cordillera Adm. Region,University of the Philippines-Baguio,SUC Satellite,Benguet,Baguio City,www.upb.edu.ph,"(074) 442-3888, (074) 442-5592"
14 - Cordillera Adm. Region,Saint Louis University,Private HEIs,Benguet,Baguio City,http://www.slu.edu.ph,(074) 442-3043; (074) 422-2793; (074) 422-2193; (074) 442-2842
14 - Cordillera Adm. Region,Ifugao State University - Lagawe Campus,SUC Satellite,Ifugao,Lagawe,http://ifsu.edu.ph,(078) 305-1351; 0917-5720345
14 - Cordillera Adm. Region,Saint Louis College of Bulanao,Private HEIs,Kalinga,Tabuk City,,(074) 423-1497; 0915-9660633
14 - Cordillera Adm. Region,BSBT College,Private HEIs,Benguet,Baguio City,,(074) 442-2986; (074) 424-3703
14 - Cordillera Adm. Region,Divine Word College of Bangued,Private HEIs,Abra,Bangued,,(074) 752-8373; (074) 752-8003
14 - Cordillera Adm. Region,Ifugao State University-Aguinaldo,SUC Satellite,Ifugao,Aguinaldo,,
14 - Cordillera Adm. Region,International School of Asia and the Pacific,Private HEIs,Kalinga,Tabuk City,,0919-8498739; 0927-3559099
14 - Cordillera Adm. Region,Theological Foundation for Asia (Asia Pacific Theological Seminary),Private HEIs,Benguet,Baguio City,www.apts.edu,(63) (074) 442 2779; 442 7068
14 - Cordillera Adm. Region,BVS College,Private HEIs,Benguet,La Trinidad,,(074) 422-4992
14 - Cordillera Adm. Region,University of Baguio,Private HEIs,Benguet,Baguio City,www.ubaguio.edu,(074) 442-3071
14 - Cordillera Adm. Region,Keystone College,Private HEIs,Benguet,Baguio City,,(074) 422-1890
14 - Cordillera Adm. Region,STI College Baguio,Private HEIs,Benguet,Baguio City,http://www.sti.edu,(074) 422-4573; (074) 447-0021
14 - Cordillera Adm. Region,King's College of the Philippines-Benguet,Private HEIs,Benguet,La Trinidad,kcp.edu.ph,(074) 422-3576
14 - Cordillera Adm. Region,Star College,Private HEIs,,,,
14 - Cordillera Adm. Region,AMA Computer College-Baguio,Private HEIs,Benguet,Baguio City,www.ama.edu.ph.com,(074) 424-1901
14 - Cordillera Adm. Region,Baguio City Academy Colleges,Private HEIs,Benguet,Baguio City,,(074) 443-9803
14 - Cordillera Adm. Region,Baguio Cornerstone Mediary International College,Private HEIs,Benguet,Baguio City,www.cmiedu.org,(074) 661-3769; (074) 447-4030
14 - Cordillera Adm. Region,Kalinga State University-Main,SUC Main,Kalinga,Tabuk City,www.ksu.edu.ph,0917-8226145; 0917-5680618
14 - Cordillera Adm. Region,Saint Tonis College,Private HEIs,Kalinga,Tabuk City,,0929-1275618
14 - Cordillera Adm. Region,Xijen College of Mt. Province,Private HEIs,Mt. Province,Bontoc,,0907-3999992; 0919-5285203
14 - Cordillera Adm. Region,Ifugao State University-Hapao,SUC Satellite,Ifugao,Hugduan,,
14 - Cordillera Adm. Region,Data Center College of the Philippines of Baguio City,Private HEIs,Benguet,Baguio City,www.dccp.edu.ph,(074) 442-4160; (074) 444-3539
14 - Cordillera Adm. Region,University of the Cordilleras,Private HEIs,Benguet,Baguio City,www.uc-bcf.edu.ph,(074) 442-6268; (074) 442-3316 Local 110
14 - Cordillera Adm. Region,Kalinga State University-Rizal,SUC Satellite,Kalinga,Rizal,,
14 - Cordillera Adm. Region,Abra State Institute of Science and Technology-Bangued,SUC Satellite,Abra,Bangued,www.asist.edu.ph,(074) 752-8171; (074) 752-5243
14 - Cordillera Adm. Region,Data Center College of the Philippines of Bangued-Abra,Private HEIs,Abra,Bangued,,(074) 752-5162
14 - Cordillera Adm. Region,Cordillera Career Development College,Private HEIs,Benguet,La Trinidad,ccdc.edu.ph,(074) 422-2737; (074) 422-2221
14 - Cordillera Adm. Region,Benguet State University-Main,SUC Main,Benguet,La Trinidad,www.bsu.edu.ph,(074) 422-2127; (074) 422-2009; (074) 422-2401
14 - Cordillera Adm. Region,Ifugao State University - Main,SUC Main,Ifugao,Lamut,www.ifsu.edu.ph,0917-5742363
14 - Cordillera Adm. Region,Kalinga State University-Dagupan,SUC Satellite,Kalinga,Tabuk City,,
14 - Cordillera Adm. Region,Ifugao State University - Tinoc,SUC Satellite,Ifugao,Tinoc,http://ifsu.edu.ph,(078) 305-1351;09166981941
14 - Cordillera Adm. Region,Apayao State College-Luna,SUC Satellite,Apayao,Luna,,
14 - Cordillera Adm. Region,Kalinga Colleges of Science and Technology,Private HEIs,Kalinga,Tabuk City,kcst_edu.ph.com,0916-2271891; 0921-9836503
14 - Cordillera Adm. Region,San Pablo Major Seminary,Private HEIs,Benguet,Baguio City,,(074) 442-2847; (074) 442-5790
14 - Cordillera Adm. Region,Benguet State University-Bokod Campus,SUC Satellite,Benguet,Bokod,,0918-4367784
14 - Cordillera Adm. Region,Concordia College of Benguet,Private HEIs,Benguet,La Trinidad,www.concordia.edu.ph,0936-9727913; 0929-1207459; 0917-5330417
14 - Cordillera Adm. Region,Mountain Province State Polytechnic College-Tadian,SUC Satellite,Mt. Province,Tadian,,(074) 602-1014
13 - Nat. Capital Region,St. Mary's College,Private HEIs,Second District,Quezon City,www.smcqc.net,(02) 373-6846-49; (02) 374-3076; (02) 376-6295; (02) 373-6846-49 loc 202; (02) 376-6294
13 - Nat. Capital Region,St. Vincent de Ferrer College of Camarin,Private HEIs,Third District,Caloocan City,,(02) 407-6653; (02)  369-4451
13 - Nat. Capital Region,Pateros Technological College,LUCs,Fourth District,Pateros,,"(02) 640-5375, (02) 640-8896; (02) 640-5389"
13 - Nat. Capital Region,Valenzuela City Polytechnic College,LUCs,Third District,Valenzuela City,,(02) 292-0480
13 - Nat. Capital Region,ABE International College of Business and Accountancy-Cubao,Private HEIs,Second District,Quezon City,www.abe.edu.ph,(02) 912-8366; (02) 912-9578
13 - Nat. Capital Region,Entrepreneurs School of Asia,Private HEIs,Second District,Quezon City,www.entrepreneur.edu.ph,(02) 638-1188
13 - Nat. Capital Region,Mary the Queen College of Quezon City,Private HEIs,Second District,Quezon City,www.marythequeencollegeedu.com,(02) 434-7192; (02) 434-4460; (02) 436-4468
13 - Nat. Capital Region,National Christian Life College,Private HEIs,Second District,Marikina City,,(02) 941-7401; (02) 941-4048
13 - Nat. Capital Region,Bethel Bible College of the Assemblies of God,Private HEIs,Third District,Valenzuela City,,(02) 294-6135
13 - Nat. Capital Region,Information and Communications Technology Academy,Private HEIs,Fourth District,Makati City,www.iacademy.edu.ph,(02) 889-5555
13 - Nat. Capital Region,Asian Institute of Computer Studies,Private HEIs,Third District,Caloocan City,www.aics.edu.ph,(02) 363-0497
13 - Nat. Capital Region,Access Computer and Technical Colleges-Manila,Private HEIs,"City of Manila, First District",Quiapo,accesscomputercollege.com.ph,(02) 733-9474; (02) 734-8517
13 - Nat. Capital Region,IETI College of Science and Technology-Marikina,Private HEIs,Second District,Marikina City,www.ieti.edu.ph,(02) 682-3445; (02) 682-5482; (02) 682-2984
13 - Nat. Capital Region,Loral Douglas Woosley Bethany Colleges,Private HEIs,Fourth District,Makati City,,(02) 833-4576 loc 114; (02) 833-4577 loc 114; (02) 551-9778; (02) 831-7734
13 - Nat. Capital Region,St. Clare College of Caloocan,Private HEIs,Third District,Caloocan City,,(02) 962-1643
